id,body
1214842852188082176,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214840241829371905,"RT @pgaofcanada: What an honour! Thanks @YoungerGolf @SCOREGolf for naming the @RBC PGA Scramble presented by @LincolnMotorCA the ""Best New…"
1214837340457361408,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214835808475201536,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214833925337436161,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214830100086022144,RT @KellyRichmondBC: This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divesting f…
1214829716252844032,RT @KellyRichmondBC: @RBC @cibc @TD_Canada @CarolDayRmd @bogberry @Harold_Steves It’s time to stop betting against ourselves and move our m…
1214829565232779264,RT @KellyRichmondBC: This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divesting f…
1214829302614757378,RT @pmagn: @KellyRichmondBC @RBC @cibc @TD_Canada @CarolDayRmd @bogberry @Harold_Steves Yes. I hope .@jjhorgan  @GeorgeHeyman  &amp; .@adriandi…
1214828975089950720,RT @KellyRichmondBC: @RBC @cibc @TD_Canada @CarolDayRmd @bogberry @Harold_Steves It’s time to stop betting against ourselves and move our m…
1214828767727833088,RT @KellyRichmondBC: This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divesting f…
1214826455781130240,RT @pmagn: @KellyRichmondBC @RBC @cibc @TD_Canada @CarolDayRmd @bogberry @Harold_Steves Yes. I hope .@jjhorgan  @GeorgeHeyman  &amp; .@adriandi…
1214826266240503808,@KellyRichmondBC @RBC @cibc @TD_Canada @CarolDayRmd @bogberry @Harold_Steves Yes. I hope .@jjhorgan  @GeorgeHeyman… https://t.co/nyBoCTOnTM
1214825185385181184,RT @KellyRichmondBC: @RBC @cibc @TD_Canada @CarolDayRmd @bogberry @Harold_Steves It’s time to stop betting against ourselves and move our m…
1214824833160114176,RT @KellyRichmondBC: This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divesting f…
1214823671975403521,RT @KellyRichmondBC: This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divesting f…
1214820810218541057,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214815079293739008,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214814781548269568,"RT @CJusticeTO: @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC The choice facing RBC &amp; its CEO, David McKay, is clear: either you extend yo…"
1214814659296907264,"RT @CJusticeTO: @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Young people from CJTO &amp; Rising Tide TO took over the offices the RBC, AIMco…"
1214814627667693568,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214812076645982208,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214811495823028224,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214811124119420931,$bioaq get the story straight @TDAmeritrade @realDonaldTrump @cnnbrk @RBCCanadianOpen @RBC @MsAmyMacPherson… https://t.co/emJRCg6EfG
1214810861119795200,RT @ringerzinger1: A BETTER WORD FOR #PAWN MAY BE #BITCH wtf is up @PwC @PwC_Canada @KKR_Co @cnnbrk @SeekingAlpha @Aramco @RBC I know rbc a…
1214810213213097985,Do you not get it @RBC and @TDAmeritrade and @FINRA ??home boy hit it big with a ~5CAD$ per share distribution on h… https://t.co/CUU2EkJ7RT
1214809576513495040,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214808984332357632,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214808832154714112,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214808803776094208,RT @ringerzinger1: Really @RBC ? You going to accidentally hit someone with a $bioaq distribution and not provide details? @TDAmeritrade @F…
1214808080732413953,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214807965909172225,A BETTER WORD FOR #PAWN MAY BE #BITCH wtf is up @PwC @PwC_Canada @KKR_Co @cnnbrk @SeekingAlpha @Aramco @RBC I know… https://t.co/RpRIwC1WI5
1214807289191751680,Once upon a time @PwC_Canada was @KKR_Co pawn. @cnnbrk @SeekingAlpha @TDAmeritrade @RBC @Fidelity @business @Aramco… https://t.co/SoN3ebqw0L
1214806071845388288,RT @ringerzinger1: @fireballka7 @RBC @TDAmeritrade @Fidelity @etrade @MsAmyMacPherson @cnnbrk @SeekingAlpha Figure it out kitten. Only peop…
1214805811391815680,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214805226739421184,"@TheEconomist @Trade_Talks @EconSocietyRU
@RUEconomics @neruec @RUFinancial @easyfinanceru @finance_blog… https://t.co/2PnE4UV8Uj"
1214805051144716288,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214803959698771968,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214803169663864832,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1214802890126065664,RT @KellyRichmondBC: This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divesting f…
1214802737818288129,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214801184319590400,RT @carolynsmart: So thrilled to share this big news for the @RBC #BronwenWallaceAward &amp; @writerstrust
1214800705413713920,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214799073141612546,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214798204975407104,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214798038331473920,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214797574768513024,RT @Marinasarr: @Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC I’ll explain it simply for you. Wet…
1214796979852791808,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214796774734385152,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC LOL!😂 Good talk.  Off to bed here.
1214796479530815488,"@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC I don’t say it, the Constitution says it :)"
1214796178610503680,"@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC See, now you're in ""a lot ha… https://t.co/dlvXfPNQVb"
1214795895738392581,RT @RyanPalmerPGA: Ready for fun-very windy week @SonyOpenHawaii ! Let’s Go!!!  @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingCle…
1214795829585862656,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214795163702218753,"@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Nope. Sec. 25 says ""any righ… https://t.co/0n6ajlqasT"
1214795154130784256,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Oh and HBC sold its land to… https://t.co/Aa0lM1cwQ2
1214795148028084225,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214794563509837824,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC The Charter settled that.
1214794442403528704,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC India had an overwhelmingly… https://t.co/cyb5PMg9Wm
1214794395075002368,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC That doesn't seem fair. King… https://t.co/Xd6BtUheP8
1214794345678876672,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214793861395972096,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC The FN didn’t have the oppo… https://t.co/PHIgKhXYUa
1214793644458180608,RT @KellyRichmondBC: This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divesting f…
1214793544071704577,RT @KellyRichmondBC: This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divesting f…
1214792924740894720,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214792739126050819,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC So the land shown on the map… https://t.co/Mvpm6k3CZn
1214792531801759744,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1214792500851834880,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Yes. And as there was exist… https://t.co/rAUqW9rbPy
1214792152154140672,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Juuuust as soon as you actua… https://t.co/pWCENEfazs
1214791988639256577,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214791921622630406,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Interestingly it WAS an HBC… https://t.co/Uh9SOu9Xka
1214791449562120192,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Lol this was fun but Canadi… https://t.co/s2YkwB5FKY
1214791175103643648,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC So HBC is in!  Woohoo!
1214790847025205248,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Section 25 of the Charter g… https://t.co/YbaFUs5tMt
1214790768348422145,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC I see the gap:  you're readi… https://t.co/yEGgRvPQkm
1214790313354514433,"@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Bubba, bubba, reeeead your… https://t.co/ZGseUjkdmo"
1214790220899483649,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC That's the link I posted.  S… https://t.co/8f0REP1LcB
1214790049323073536,@fireballka7 @RBC @TDAmeritrade @Fidelity @etrade @MsAmyMacPherson @cnnbrk @SeekingAlpha Figure it out kitten. Only… https://t.co/SNR90dKXuE
1214790034139701249,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Lololol. You didn’t even re… https://t.co/cdtpXSxe61
1214789667893043200,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214789403022741506,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Wrong again.  I gave you a l… https://t.co/0GqN9sv0Cs
1214789388732731392,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Here is my Alma Mater to fu… https://t.co/SxbmY3vCu6
1214789081814597633,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214789029151072256,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214788897307119617,"@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC In the Royal Proclamation,… https://t.co/eQ97mOAPO4"
1214788230626693121,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Not really. You ought to act… https://t.co/7u9KrYKfRf
1214787853722374144,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC It forbade all settlement w… https://t.co/YKt4RZ86mZ
1214787523936804864,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC I did read it. It's right he… https://t.co/cdt7ssAA8G
1214787336967356416,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Reeeeead the document it cl… https://t.co/RLKUD63L9d
1214787264808509441,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Or is only some of King Geor… https://t.co/8R5U7hDlmF
1214787104888119296,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214786967050678272,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC But it says HBC right in the… https://t.co/Ua6wtdfnFf
1214785874346405889,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1214784581758570497,RT @ringerzinger1: Really @RBC ? You going to accidentally hit someone with a $bioaq distribution and not provide details? @TDAmeritrade @F…
1214783124543918080,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC A corporate mentality I see… https://t.co/8pe5SyDukb
1214782744644816896,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Not at all.  'Nuff said.  I… https://t.co/l82Z5fChDl
1214782487613849600,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214782261209382914,"@RBC do tell us about that check........
$bioaq https://t.co/cCbDfHRmhQ"
1214781899417292803,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @ThriveHiveSE… https://t.co/cBURuR6c5s
1214781889678106625,@ringerzinger1 @RBC @TDAmeritrade @Fidelity @etrade @MsAmyMacPherson @cnnbrk @SeekingAlpha Care to Elaborate on this statement?
1214781113660370944,"@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Yes, and do you know the En… https://t.co/IcKeLAjUoE"
1214780574017044480,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Thanks for the clarification… https://t.co/iKcYjAtIrU
1214780003776421888,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214779694610092032,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @ThriveHiveSE… https://t.co/7RCv79uwSU
1214779105524142080,Really @RBC ? You going to accidentally hit someone with a $bioaq distribution and not provide details?… https://t.co/zrab760NLH
1214778688568528896,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214778610231300096,Ay @mjarlette @PwC @PwC_Canada you boys want to provide an honst update or are you ready for some more fraud accusa… https://t.co/SohSltDa9l
1214777630798401538,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC I’ll explain it simply for… https://t.co/5uRqXtS6FL
1214775762282090496,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214775739859365888,@dirteafairy @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC What a coincidence!! Until you give the lan… https://t.co/LjX8RkUXnX
1214775118444027904,"RT @CJusticeTO: @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC The choice facing RBC &amp; its CEO, David McKay, is clear: either you extend yo…"
1214773737930645504,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214773431423635456,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214772534090055681,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1214770288145162245,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @ThriveHiveSE… https://t.co/kpv9Eo4OHl
1214770216024064001,RT @carolynsmart: So thrilled to share this big news for the @RBC #BronwenWallaceAward &amp; @writerstrust https://t.co/xQDM3Jk13R
1214770180204548096,@RBC @cibc @TD_Canada @CarolDayRmd @bogberry @Harold_Steves It’s time to stop betting against ourselves and move ou… https://t.co/MOVHNzk6c4
1214769802180382720,This is LITERALLY what I tried to do tonight at Finance. I asked for a referral on options and analysis of divestin… https://t.co/tTNsWypdRt
1214768952334782464,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214768528580055040,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214767808577331200,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214767646152916992,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214767344762834944,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214767102093070336,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1214765143764033538,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214763979320561664,RT @carolynsmart: So thrilled to share this big news for the @RBC #BronwenWallaceAward &amp; @writerstrust
1214762998767718400,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214762420968869889,RT @carolynsmart: So thrilled to share this big news for the @RBC #BronwenWallaceAward &amp; @writerstrust
1214761260891475974,@FranOShaugh @debcowen @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Aw thank you 🥰
1214761176854253568,@CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Lock them up and throw away the key.
1214759341753950210,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214758623529693184,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214758134973116418,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @ThriveHiveSE… https://t.co/XpDoExM5bu
1214755149966561282,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214754183812915200,"RT @CJusticeTO: @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC RBC, headquartered here, serves as the exclusive financial advisor to the CG…"
1214754151118209024,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214754014467907585,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214753931705741312,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214753181609140226,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214753072368492545,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @ThriveHiveSE… https://t.co/JipE8YPx2n
1214752666754179072,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214751057256992768,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @Titleist @projock Gor… https://t.co/8ZKKBr3kHF
1214750382863343621,@RyanPalmerPGA @SonyOpenHawaii @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingClean @ThriveHiveSE… https://t.co/Bc62Bg2coK
1214749994416254977,RT @RyanPalmerPGA: Ready for fun-very windy week @SonyOpenHawaii ! Let’s Go!!!  @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingCle…
1214749562264416256,"@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Oh, I get it.  You cite cour… https://t.co/pCFjCTp2qT"
1214749456576307200,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Here is the lawyer who won… https://t.co/NBpn6dzgYg
1214749239328301056,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214748983937118210,RT @RyanPalmerPGA: Ready for fun-very windy week @SonyOpenHawaii ! Let’s Go!!!  @UnitedRentals @unisyscorp @RBC @JaniKingTowel @JaniKingCle…
1214748370859773952,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Royal Proclamation 1763 is… https://t.co/OYfW1gpUdm
1214748129716662273,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC What authority does the set… https://t.co/oipXaZH8LJ
1214747565280903169,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214747418853437440,Ready for fun-very windy week @SonyOpenHawaii ! Let’s Go!!!  @UnitedRentals @unisyscorp @RBC @JaniKingTowel… https://t.co/nZDt3JUDCk
1214747109536088064,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC No. https://t.co/hEAieBvocL
1214746611940593664,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC There hasn’t been one Bubba… https://t.co/Earj0NWCWq
1214746268112605184,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC That page doesn't reference… https://t.co/HmDLmqtVLM
1214744594971127808,"@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC No.
https://t.co/Q3g8TCoc81"
1214743973199110144,@Marinasarr @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC Afraid not. The new trial is… https://t.co/FW1DoriMJP
1214743891586379776,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214743601273606144,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214743497628176389,@AdamHunterGolf @YoungerGolf @MGligicGolf @SonyOpenHawaii @PGATOUR @RBC @ntaylorgolf59 Congrats @MGligicGolf
1214743336931790848,@AdamHunterGolf @YoungerGolf @MGligicGolf @SonyOpenHawaii @PGATOUR @RBC @ntaylorgolf59 What bicep?
1214742990767435778,@YoungerGolf @MGligicGolf @SonyOpenHawaii @PGATOUR @RBC @ntaylorgolf59 Used it as an opportunity to flex the bicep a little for the fans too
1214742068955758592,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214741997254254593,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214741832216612864,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214739557943369729,"RT @writerstrust: It's 2020 &amp; we're seeing double! This year, two prizes will be given for the @RBC #BronwenWallace Award for #EmergingWrit…"
1214739440750383104,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214739313897988097,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214738340966068225,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214737600528830469,@Bubbafett33 @ChadRoberts529 @CJusticeTO @jjhorgan @JustinTrudeau @theJagmeetSingh @RBC They established that exist… https://t.co/jl5uiXEEZL
1214737556425756672,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214737332512780288,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214737074701516800,RT @carolynsmart: So thrilled to share this big news for the @RBC #BronwenWallaceAward &amp; @writerstrust https://t.co/xQDM3Jk13R
1214737056653381633,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214736388454637568,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214736294892294144,"@1Bob_Chamberlin BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the… https://t.co/HEN38d1ff9"
1214735701260095490,"RT @CJusticeTO: BREAKING: In case you missed it, 29 youth just occupied the offices of the prime financiers of the $6.6 billion Coastal Gas…"
1214735219502338050,@carolynsmart @RBC @writerstrust This is amazing!
1214734688184610817,"RT @GP_EtobCen: What's your plan to stop financing climate change with our money, @RBC? 

“A question for every company, every financial in…"
